ID,Nome,Preço,Quantidade
12236,Maionese,1.12,11236
12237,Ketchup,2.24,11237
12238,Mostarda,4.48,11238
12239,Macarrão,8.96,11239
12240,Miojo,17.92,11240
12241,Sabão,35.84,11241
12242,Perfume,71.68,11242
12243,Shampoo,143.36,11243
12244,Condicionador,286.72,11244
12245,Gilete,573.44,11245
12246,Talheres,1.12,11246
12247,Refrigerante,2.24,11247
12248,Torta,4.48,11248
12249,Frango,8.96,11249
12250,Carne,17.92,11250
12251,Vassoura,35.84,11251
12252,Bucha,71.68,11252
12253,Limpeza,143.36,11253
12254,Sabonete,286.72,11254
12255,Pão,573.44,11255
12256,Alho,1146.88,11256
12257,Cenoura,1.12,11257
12258,Batata,2.24,11258
12259,Repolho,4.48,11259
12260,Maionese,8.96,11260
12261,Ketchup,17.92,11261
12262,Mostarda,35.84,11262
12263,Macarrão,71.68,11263
12264,Miojo,143.36,11264
12265,Sabão,286.72,11265
12266,Perfume,573.44,11266
12267,Shampoo,1.12,11267
12268,Condicionador,2.24,11268
12269,Gilete,4.48,11269
12270,Talheres,8.96,11270
12271,Refrigerante,17.92,11271
12272,Torta,35.84,11272
12273,Frango,71.68,11273
12274,Carne,143.36,11274
12275,Vassoura,286.72,11275
12276,Bucha,573.44,11276
12277,Limpeza,1146.88,11277
12278,Sabonete,1.12,11278
12279,Pão,2.24,11279
12280,Alho,4.48,11280
12281,Cenoura,8.96,11281
12282,Batata,17.92,11282
12283,Repolho,35.84,11283
12284,Maionese,71.68,11284
12285,Ketchup,143.36,11285
12286,Mostarda,286.72,11286
12287,Macarrão,573.44,11287
12288,Miojo,1.12,11288
12289,Sabão,2.24,11289
12290,Perfume,4.48,11290
12291,Shampoo,8.96,11291
12292,Condicionador,17.92,11292
12293,Gilete,35.84,11293
12294,Talheres,71.68,11294
12295,Refrigerante,143.36,11295
12296,Torta,286.72,11296
12297,Frango,573.44,11297
12298,Carne,1146.88,11298
12299,Vassoura,1.12,11299
12300,Bucha,2.24,11300
12301,Limpeza,4.48,11301
12302,Sabonete,8.96,11302
12303,Pão,17.92,11303
12304,Alho,35.84,11304
12305,Cenoura,71.68,11305
12306,Batata,143.36,11306
12307,Repolho,286.72,11307
12308,Maionese,573.44,11308
12309,Ketchup,1.12,11309
12310,Mostarda,2.24,11310
12311,Macarrão,4.48,11311
12312,Miojo,8.96,11312
12313,Sabão,17.92,11313
12314,Perfume,35.84,11314
12315,Shampoo,71.68,11315
12316,Condicionador,143.36,11316
12317,Gilete,286.72,11317
12318,Talheres,573.44,11318
12319,Refrigerante,1146.88,11319
12320,Torta,1.12,11320
12321,Frango,2.24,11321
12322,Carne,4.48,11322
12323,Vassoura,8.96,11323
12324,Bucha,17.92,11324
12325,Limpeza,35.84,11325
12326,Sabonete,71.68,11326
12327,Pão,143.36,11327
12328,Alho,286.72,11328
12329,Cenoura,573.44,11329
12330,Batata,1.12,11330
12331,Repolho,2.24,11331
12332,Maionese,4.48,11332
12333,Ketchup,8.96,11333
12334,Mostarda,17.92,11334
12335,Macarrão,35.84,11335
12336,Miojo,71.68,11336
12337,Sabão,143.36,11337
12338,Perfume,286.72,11338
12339,Shampoo,573.44,11339
12340,Condicionador,1146.88,11340
12341,Gilete,1.12,11341
12342,Talheres,2.24,11342
12343,Refrigerante,4.48,11343
12344,Torta,8.96,11344
12345,Frango,17.92,11345
12346,Carne,35.84,11346
12347,Vassoura,71.68,11347
12348,Bucha,143.36,11348
12349,Limpeza,286.72,11349
12350,Sabonete,573.44,11350
12351,Pão,1.12,11351
12352,Alho,2.24,11352
12353,Cenoura,4.48,11353
12354,Batata,8.96,11354
12355,Repolho,17.92,11355
12356,Maionese,35.84,11356
12357,Ketchup,71.68,11357
12358,Mostarda,143.36,11358
12359,Macarrão,286.72,11359
12360,Miojo,573.44,11360
12361,Sabão,1146.88,11361
12362,Perfume,1.12,11362
12363,Shampoo,2.24,11363
12364,Condicionador,4.48,11364
12365,Gilete,8.96,11365
12366,Talheres,17.92,11366
12367,Refrigerante,35.84,11367
12368,Torta,71.68,11368
12369,Frango,143.36,11369
12370,Carne,286.72,11370
12371,Vassoura,573.44,11371
12372,Bucha,1.12,11372
12373,Limpeza,2.24,11373
12374,Sabonete,4.48,11374
12375,Pão,8.96,11375
12376,Alho,17.92,11376
12377,Cenoura,35.84,11377
12378,Batata,71.68,11378
12379,Repolho,143.36,11379
12380,Maionese,286.72,11380
12381,Ketchup,573.44,11381
12382,Mostarda,1146.88,11382
12383,Macarrão,1.12,11383
12384,Miojo,2.24,11384
12385,Sabão,4.48,11385
12386,Perfume,8.96,11386
12387,Shampoo,17.92,11387
12388,Condicionador,35.84,11388
12389,Gilete,71.68,11389
12390,Talheres,143.36,11390
12391,Refrigerante,286.72,11391
12392,Torta,573.44,11392
12393,Frango,1.12,11393
12394,Carne,2.24,11394
12395,Vassoura,4.48,11395
12396,Bucha,8.96,11396
12397,Limpeza,17.92,11397
12398,Sabonete,35.84,11398
12399,Pão,71.68,11399
12400,Alho,143.36,11400
12401,Cenoura,286.72,11401
12402,Batata,573.44,11402
12403,Repolho,1146.88,11403
12404,Maionese,1.12,11404
12405,Ketchup,2.24,11405
12406,Mostarda,4.48,11406
12407,Macarrão,8.96,11407
12408,Miojo,17.92,11408
12409,Sabão,35.84,11409
12410,Perfume,71.68,11410
12411,Shampoo,143.36,11411
12412,Condicionador,286.72,11412
12413,Gilete,573.44,11413
12414,Talheres,1.12,11414
12415,Refrigerante,2.24,11415
12416,Torta,4.48,11416
12417,Frango,8.96,11417
12418,Carne,17.92,11418
12419,Vassoura,35.84,11419
12420,Bucha,71.68,11420
12421,Limpeza,143.36,11421
12422,Sabonete,286.72,11422
12423,Pão,573.44,11423
12424,Alho,1146.88,11424
12425,Cenoura,1.12,11425
12426,Batata,2.24,11426
12427,Repolho,4.48,11427
12428,Maionese,8.96,11428
12429,Ketchup,17.92,11429
12430,Mostarda,35.84,11430
12431,Macarrão,71.68,11431
12432,Miojo,143.36,11432
12433,Sabão,286.72,11433
12434,Perfume,573.44,11434
12435,Shampoo,1.12,11435
12436,Condicionador,2.24,11436
12437,Gilete,4.48,11437
12438,Talheres,8.96,11438
12439,Refrigerante,17.92,11439
12440,Torta,35.84,11440
12441,Frango,71.68,11441
12442,Carne,143.36,11442
12443,Vassoura,286.72,11443
12444,Bucha,573.44,11444
12445,Limpeza,1146.88,11445
12446,Sabonete,1.12,11446
12447,Pão,2.24,11447
12448,Alho,4.48,11448
12449,Cenoura,8.96,11449
12450,Batata,17.92,11450
12451,Repolho,35.84,11451
12452,Maionese,71.68,11452
12453,Ketchup,143.36,11453
12454,Mostarda,286.72,11454
12455,Macarrão,573.44,11455
12456,Miojo,1.12,11456
12457,Sabão,2.24,11457
12458,Perfume,4.48,11458
12459,Shampoo,8.96,11459
12460,Condicionador,17.92,11460
12461,Gilete,35.84,11461
12462,Talheres,71.68,11462
12463,Refrigerante,143.36,11463
12464,Torta,286.72,11464
12465,Frango,573.44,11465
12466,Carne,1146.88,11466
12467,Vassoura,1.12,11467
12468,Bucha,2.24,11468
12469,Limpeza,4.48,11469
12470,Sabonete,8.96,11470
12471,Pão,17.92,11471
12472,Alho,35.84,11472
12473,Cenoura,71.68,11473
12474,Batata,143.36,11474
12475,Repolho,286.72,11475
12476,Maionese,573.44,11476
12477,Ketchup,1.12,11477
12478,Mostarda,2.24,11478
12479,Macarrão,4.48,11479
12480,Miojo,8.96,11480
12481,Sabão,17.92,11481
12482,Perfume,35.84,11482
12483,Shampoo,71.68,11483
12484,Condicionador,143.36,11484
12485,Gilete,286.72,11485
12486,Talheres,573.44,11486
12487,Refrigerante,1146.88,11487
12488,Torta,1.12,11488
12489,Frango,2.24,11489
12490,Carne,4.48,11490
12491,Vassoura,8.96,11491
12492,Bucha,17.92,11492
12493,Limpeza,35.84,11493
12494,Sabonete,71.68,11494
12495,Pão,143.36,11495
12496,Alho,286.72,11496
12497,Cenoura,573.44,11497
12498,Batata,1.12,11498
12499,Repolho,2.24,11499
12500,Maionese,4.48,11500
12501,Ketchup,8.96,11501
12502,Mostarda,17.92,11502
12503,Macarrão,35.84,11503
12504,Miojo,71.68,11504
12505,Sabão,143.36,11505
12506,Perfume,286.72,11506
12507,Shampoo,573.44,11507
12508,Condicionador,1146.88,11508
12509,Gilete,1.12,11509
12510,Talheres,2.24,11510
12511,Refrigerante,4.48,11511
12512,Torta,8.96,11512
12513,Frango,17.92,11513
12514,Carne,35.84,11514
12515,Vassoura,71.68,11515
12516,Bucha,143.36,11516
12517,Limpeza,286.72,11517
12518,Sabonete,573.44,11518
12519,Pão,1.12,11519
12520,Alho,2.24,11520
12521,Cenoura,4.48,11521
12522,Batata,8.96,11522
12523,Repolho,17.92,11523
12524,Maionese,35.84,11524
12525,Ketchup,71.68,11525
12526,Mostarda,143.36,11526
12527,Macarrão,286.72,11527
12528,Miojo,573.44,11528
12529,Sabão,1146.88,11529
12530,Perfume,1.12,11530
12531,Shampoo,2.24,11531
12532,Condicionador,4.48,11532
12533,Gilete,8.96,11533
12534,Talheres,17.92,11534
12535,Refrigerante,35.84,11535
12536,Torta,71.68,11536
12537,Frango,143.36,11537
12538,Carne,286.72,11538
12539,Vassoura,573.44,11539
12540,Bucha,1.12,11540
12541,Limpeza,2.24,11541
12542,Frango,4.48,11542
12543,Carne,8.96,11543
12544,Vassoura,17.92,11544
12545,Bucha,35.84,11545
12546,Limpeza,71.68,11546
12547,Sabonete,143.36,11547
12548,Pão,286.72,11548
12549,Alho,573.44,11549
12550,Cenoura,1146.88,11550
12551,Batata,1.12,11551
12552,Repolho,2.24,11552
12553,Maionese,4.48,11553
12554,Ketchup,8.96,11554
12555,Mostarda,17.92,11555
12556,Macarrão,35.84,11556
12557,Miojo,71.68,11557
12558,Sabão,143.36,11558
12559,Perfume,286.72,11559
12560,Shampoo,573.44,11560
12561,Condicionador,1.12,11561
12562,Gilete,2.24,11562
12563,Talheres,4.48,11563
12564,Refrigerante,8.96,11564
12565,Torta,17.92,11565
12566,Frango,35.84,11566
12567,Carne,71.68,11567
12568,Vassoura,143.36,11568
12569,Bucha,286.72,11569
12570,Limpeza,573.44,11570
12571,Sabonete,1146.88,11571
12572,Pão,1.12,11572
12573,Alho,2.24,11573
12574,Cenoura,4.48,11574
12575,Batata,8.96,11575
12576,Repolho,17.92,11576
12577,Maionese,35.84,11577
12578,Ketchup,71.68,11578
12579,Mostarda,143.36,11579
12580,Macarrão,286.72,11580
12581,Miojo,573.44,11581
12582,Sabão,1.12,11582
12583,Perfume,2.24,11583
12584,Shampoo,4.48,11584
12585,Condicionador,8.96,11585
12586,Gilete,17.92,11586
12587,Talheres,35.84,11587
12588,Refrigerante,71.68,11588
12589,Torta,143.36,11589
12590,Frango,286.72,11590
12591,Carne,573.44,11591
12592,Vassoura,1146.88,11592
12593,Bucha,1.12,11593
12594,Limpeza,2.24,11594
12595,Sabonete,4.48,11595
12596,Pão,8.96,11596
12597,Alho,17.92,11597
12598,Cenoura,35.84,11598
12599,Batata,71.68,11599
12600,Repolho,143.36,11600
12601,Maionese,286.72,11601
12602,Ketchup,573.44,11602
12603,Mostarda,1.12,11603
12604,Macarrão,2.24,11604
12605,Miojo,4.48,11605
12606,Sabão,8.96,11606
12607,Perfume,17.92,11607
12608,Shampoo,35.84,11608
12609,Condicionador,71.68,11609
12610,Gilete,143.36,11610
12611,Talheres,286.72,11611
12612,Refrigerante,573.44,11612
12613,Torta,1146.88,11613
12614,Frango,1.12,11614
12615,Carne,2.24,11615
12616,Vassoura,4.48,11616
12617,Bucha,8.96,11617
12618,Limpeza,17.92,11618
12619,Sabonete,35.84,11619
12620,Pão,71.68,11620
12621,Alho,143.36,11621
12622,Cenoura,286.72,11622
12623,Batata,573.44,11623
12624,Repolho,1.12,11624
12625,Maionese,2.24,11625
12626,Ketchup,4.48,11626
12627,Mostarda,8.96,11627
12628,Macarrão,17.92,11628
12629,Miojo,35.84,11629
12630,Sabão,71.68,11630
12631,Perfume,143.36,11631
12632,Shampoo,286.72,11632
12633,Condicionador,573.44,11633
12634,Gilete,1146.88,11634
12635,Talheres,1.12,11635
12636,Refrigerante,2.24,11636
12637,Torta,4.48,11637
12638,Frango,8.96,11638
12639,Carne,17.92,11639
12640,Vassoura,35.84,11640
12641,Bucha,71.68,11641
12642,Limpeza,143.36,11642
12643,Sabonete,286.72,11643
12644,Pão,573.44,11644
12645,Alho,1.12,11645
12646,Cenoura,2.24,11646
12647,Batata,4.48,11647
12648,Repolho,8.96,11648
12649,Maionese,17.92,11649
12650,Ketchup,35.84,11650
12651,Mostarda,71.68,11651
12652,Macarrão,143.36,11652
12653,Miojo,286.72,11653
12654,Sabão,573.44,11654
12655,Perfume,1146.88,11655
12656,Shampoo,1.12,11656
12657,Condicionador,2.24,11657
12658,Gilete,4.48,11658
12659,Talheres,8.96,11659
12660,Refrigerante,17.92,11660
12661,Torta,35.84,11661
12662,Frango,71.68,11662
12663,Carne,143.36,11663
12664,Vassoura,286.72,11664
12665,Bucha,573.44,11665
12666,Limpeza,1.12,11666
12667,Sabonete,2.24,11667
12668,Pão,4.48,11668
12669,Alho,8.96,11669
12670,Cenoura,17.92,11670
12671,Batata,35.84,11671
12672,Repolho,71.68,11672
12673,Maionese,143.36,11673
12674,Ketchup,286.72,11674
12675,Mostarda,573.44,11675
12676,Macarrão,1146.88,11676
12677,Miojo,1.12,11677
12678,Sabão,2.24,11678
12679,Perfume,4.48,11679
12680,Shampoo,8.96,11680
12681,Condicionador,17.92,11681
12682,Gilete,35.84,11682
12683,Talheres,71.68,11683
12684,Refrigerante,143.36,11684
12685,Torta,286.72,11685
12686,Frango,573.44,11686
12687,Carne,1.12,11687
12688,Vassoura,2.24,11688
12689,Bucha,4.48,11689
12690,Limpeza,8.96,11690
12691,Sabonete,17.92,11691
12692,Pão,35.84,11692
12693,Alho,71.68,11693
12694,Cenoura,143.36,11694
12695,Batata,286.72,11695
12696,Repolho,573.44,11696
12697,Maionese,1146.88,11697
12698,Ketchup,1.12,11698
12699,Mostarda,2.24,11699
12700,Macarrão,4.48,11700
12701,Miojo,8.96,11701
12702,Sabão,17.92,11702
12703,Perfume,35.84,11703
12704,Shampoo,71.68,11704
12705,Condicionador,143.36,11705
12706,Gilete,286.72,11706
12707,Talheres,573.44,11707
12708,Refrigerante,1.12,11708
12709,Torta,2.24,11709
12710,Frango,4.48,11710
12711,Carne,8.96,11711
12712,Vassoura,17.92,11712
12713,Bucha,35.84,11713
12714,Limpeza,71.68,11714
12715,Sabonete,143.36,11715
12716,Pão,286.72,11716
12717,Alho,573.44,11717
12718,Cenoura,1146.88,11718
12719,Batata,1.12,11719
12720,Repolho,2.24,11720
12721,Maionese,4.48,11721
12722,Ketchup,8.96,11722
12723,Mostarda,17.92,11723
12724,Macarrão,35.84,11724
12725,Miojo,71.68,11725
12726,Sabão,143.36,11726
12727,Perfume,286.72,11727
12728,Shampoo,573.44,11728
12729,Condicionador,1.12,11729
12730,Gilete,2.24,11730
12731,Talheres,4.48,11731
12732,Refrigerante,8.96,11732
12733,Torta,17.92,11733
12734,Frango,35.84,11734
12735,Carne,71.68,11735
12736,Vassoura,143.36,11736
12737,Bucha,286.72,11737
12738,Limpeza,573.44,11738
12739,Sabonete,1146.88,11739
12740,Pão,1.12,11740
12741,Alho,2.24,11741
12742,Cenoura,4.48,11742
12743,Batata,8.96,11743
12744,Repolho,17.92,11744
12745,Maionese,35.84,11745
12746,Ketchup,71.68,11746
12747,Mostarda,143.36,11747
12748,Macarrão,286.72,11748
12749,Miojo,573.44,11749
12750,Sabão,1.12,11750
12751,Perfume,2.24,11751
12752,Shampoo,4.48,11752
12753,Condicionador,8.96,11753
12754,Gilete,17.92,11754
12755,Talheres,35.84,11755
12756,Refrigerante,71.68,11756
12757,Torta,143.36,11757
12758,Frango,286.72,11758
12759,Carne,573.44,11759
12760,Vassoura,1146.88,11760
12761,Bucha,1.12,11761
12762,Limpeza,2.24,11762
12763,Sabonete,4.48,11763
12764,Pão,8.96,11764
12765,Alho,17.92,11765
12766,Cenoura,35.84,11766
12767,Batata,71.68,11767
12768,Repolho,143.36,11768
12769,Maionese,286.72,11769
12770,Ketchup,573.44,11770
12771,Mostarda,1.12,11771
12772,Macarrão,2.24,11772
12773,Miojo,4.48,11773
12774,Sabão,8.96,11774
12775,Perfume,17.92,11775
12776,Shampoo,35.84,11776
12777,Condicionador,71.68,11777
12778,Gilete,143.36,11778
12779,Talheres,286.72,11779
12780,Refrigerante,573.44,11780
12781,Torta,1146.88,11781
12782,Frango,1.12,11782
12783,Carne,2.24,11783
12784,Vassoura,4.48,11784
12785,Bucha,8.96,11785
12786,Limpeza,17.92,11786
12787,Sabonete,35.84,11787
12788,Pão,71.68,11788
12789,Alho,143.36,11789
12790,Cenoura,286.72,11790
12791,Batata,573.44,11791
12792,Repolho,1.12,11792
12793,Maionese,2.24,11793
12794,Ketchup,4.48,11794
12795,Mostarda,8.96,11795
12796,Macarrão,17.92,11796
12797,Miojo,35.84,11797
12798,Sabão,71.68,11798
12799,Perfume,143.36,11799
12800,Shampoo,286.72,11800
12801,Condicionador,573.44,11801
12802,Gilete,1146.88,11802
12803,Talheres,1.12,11803
12804,Refrigerante,2.24,11804
12805,Torta,4.48,11805
12806,Frango,8.96,11806
12807,Carne,17.92,11807
12808,Vassoura,35.84,11808
12809,Bucha,71.68,11809
12810,Limpeza,143.36,11810
12811,Sabonete,286.72,11811
12812,Pão,573.44,11812
12813,Alho,1.12,11813
12814,Cenoura,2.24,11814
12815,Batata,4.48,11815
12816,Repolho,8.96,11816
12817,Maionese,17.92,11817
12818,Ketchup,35.84,11818
12819,Mostarda,71.68,11819
12820,Macarrão,143.36,11820
12821,Miojo,286.72,11821
12822,Sabão,573.44,11822
12823,Perfume,1146.88,11823
12824,Shampoo,1.12,11824
12825,Condicionador,2.24,11825
12826,Gilete,4.48,11826
12827,Talheres,8.96,11827
12828,Refrigerante,17.92,11828
12829,Torta,35.84,11829
12830,Frango,71.68,11830
12831,Carne,143.36,11831
12832,Vassoura,286.72,11832
12833,Bucha,573.44,11833
12834,Limpeza,1.12,11834
12835,Sabonete,2.24,11835
12836,Pão,4.48,11836
12837,Alho,8.96,11837
12838,Cenoura,17.92,11838
12839,Batata,35.84,11839
12840,Repolho,71.68,11840
12841,Maionese,143.36,11841
12842,Ketchup,286.72,11842
12843,Mostarda,573.44,11843
12844,Macarrão,1146.88,11844
12845,Miojo,1.12,11845
12846,Sabão,2.24,11846
12847,Perfume,4.48,11847
12848,Shampoo,8.96,11848
12849,Condicionador,17.92,11849
12850,Gilete,35.84,11850
12851,Talheres,71.68,11851
12852,Refrigerante,143.36,11852
12853,Torta,286.72,11853
12854,Frango,573.44,11854
12855,Carne,1.12,11855
12856,Vassoura,2.24,11856
12857,Bucha,4.48,11857
12858,Limpeza,8.96,11858
12859,,17.92,11859
12860,,35.84,11860
12861,,71.68,11861
12862,,143.36,11862
12863,,286.72,11863
12864,Sabonete,573.44,11864
12865,Pão,1146.88,11865
12866,Alho,1.12,11866
12867,Cenoura,2.24,11867
12868,Batata,4.48,11868
12869,Repolho,8.96,11869
12870,Maionese,17.92,11870
12871,Ketchup,35.84,11871
12872,Mostarda,71.68,11872
12873,Macarrão,143.36,11873
12874,Miojo,286.72,11874
12875,Sabão,573.44,11875
12876,Perfume,1.12,11876
12877,Shampoo,2.24,11877
12878,Condicionador,4.48,11878
12879,Gilete,8.96,11879
12880,Talheres,17.92,11880
12881,Refrigerante,35.84,11881
12882,Torta,71.68,11882
12883,Frango,143.36,11883
12884,Carne,286.72,11884
12885,Vassoura,573.44,11885
12886,Bucha,1146.88,11886
12887,Limpeza,1.12,11887
12888,Sabonete,2.24,11888
12889,Pão,4.48,11889
12890,Alho,8.96,11890
12891,Cenoura,17.92,11891
12892,Batata,35.84,11892
12893,Repolho,71.68,11893
12894,Maionese,143.36,11894
12895,Ketchup,286.72,11895
12896,Mostarda,573.44,11896
12897,Macarrão,1.12,11897
12898,Miojo,2.24,11898
12899,Sabão,4.48,11899
12900,Perfume,8.96,11900
12901,Shampoo,17.92,11901
12902,Condicionador,35.84,11902
12903,Gilete,71.68,11903
12904,Talheres,143.36,11904
12905,Refrigerante,286.72,11905
12906,Torta,573.44,11906
12907,Frango,1146.88,11907
12908,Carne,1.12,11908
12909,Vassoura,2.24,11909
12910,Bucha,4.48,11910
12911,Limpeza,8.96,11911
12912,Sabonete,17.92,11912
12913,Pão,35.84,11913
12914,Alho,71.68,11914
12915,Cenoura,143.36,11915
12916,Batata,286.72,11916
12917,Repolho,573.44,11917
12918,Maionese,1.12,11918
12919,Ketchup,2.24,11919
12920,Mostarda,4.48,11920
12921,Macarrão,8.96,11921
12922,Miojo,17.92,11922
12923,Sabão,35.84,11923
12924,Perfume,71.68,11924
12925,Shampoo,143.36,11925
12926,Condicionador,286.72,11926
12927,Gilete,573.44,11927
12928,Talheres,1146.88,11928
12929,Refrigerante,1.12,11929
12930,Torta,2.24,11930
12931,Frango,4.48,11931
12932,Carne,8.96,11932
12933,Vassoura,17.92,11933
12934,Bucha,35.84,11934
12935,Limpeza,71.68,11935
12936,Sabonete,143.36,11936
12937,Pão,286.72,11937
12938,Alho,573.44,11938
12939,Cenoura,1.12,11939
12940,Batata,2.24,11940
12941,Repolho,4.48,11941
12942,Maionese,8.96,11942
12943,Ketchup,17.92,11943
12944,Mostarda,35.84,11944
12945,Macarrão,71.68,11945
12946,Miojo,143.36,11946
12947,Sabão,286.72,11947
12948,Perfume,573.44,11948
12949,Shampoo,1146.88,11949
12950,Condicionador,1.12,11950
12951,Gilete,2.24,11951
12952,Talheres,4.48,11952
12953,Refrigerante,8.96,11953
12954,Torta,17.92,11954
12955,Frango,35.84,11955
12956,Carne,71.68,11956
12957,Vassoura,143.36,11957
12958,Bucha,286.72,11958
12959,Limpeza,573.44,11959
12960,Sabonete,1.12,11960
12961,Pão,2.24,11961
12962,Alho,4.48,11962
12963,Cenoura,8.96,11963
12964,Batata,17.92,11964
12965,Repolho,35.84,11965
12966,Maionese,71.68,11966
12967,Ketchup,143.36,11967
12968,Mostarda,286.72,11968
12969,Macarrão,573.44,11969
12970,Miojo,1146.88,11970
12971,Sabão,1.12,11971
12972,Perfume,2.24,11972
12973,Shampoo,4.48,11973
12974,Condicionador,8.96,11974
12975,Gilete,17.92,11975
12976,Talheres,35.84,11976
12977,Refrigerante,71.68,11977
12978,Torta,143.36,11978
12979,Frango,286.72,11979
12980,Carne,573.44,11980
12981,Vassoura,1.12,11981
12982,Bucha,2.24,11982
12983,Limpeza,4.48,11983
12984,Sabonete,8.96,11984
12985,Pão,17.92,11985
12986,Alho,35.84,11986
12987,Cenoura,71.68,11987
12988,Batata,143.36,11988
12989,Repolho,286.72,11989
12990,Maionese,573.44,11990
12991,Ketchup,1146.88,11991
12992,Mostarda,1.12,11992
12993,Macarrão,2.24,11993
12994,Miojo,4.48,11994
12995,Sabão,8.96,11995
12996,Perfume,17.92,11996
12997,Shampoo,35.84,11997
12998,Condicionador,71.68,11998
12999,Gilete,143.36,11999
13000,Talheres,286.72,12000
13001,Refrigerante,573.44,12001
13002,Torta,1.12,12002
13003,Frango,2.24,12003
13004,Carne,4.48,12004
13005,Vassoura,8.96,12005
13006,Bucha,17.92,12006
13007,Limpeza,35.84,12007
13008,Sabonete,71.68,12008
13009,Pão,143.36,12009
13010,Alho,286.72,12010
13011,Cenoura,573.44,12011
13012,Batata,1146.88,12012
13013,Repolho,1.12,12013
13014,Maionese,2.24,12014
13015,Ketchup,4.48,12015
13016,Mostarda,8.96,12016
13017,Macarrão,17.92,12017
13018,Miojo,35.84,12018
13019,Sabão,71.68,12019
13020,Perfume,143.36,12020
13021,Shampoo,286.72,12021
13022,Condicionador,573.44,12022
13023,Gilete,1.12,12023
13024,Talheres,2.24,12024
13025,Refrigerante,4.48,12025
13026,Torta,8.96,12026
13027,Frango,17.92,12027
13028,Carne,35.84,12028
13029,Vassoura,71.68,12029
13030,Bucha,143.36,12030
13031,Limpeza,286.72,12031
13032,Sabonete,573.44,12032
13033,Pão,1146.88,12033
13034,Alho,1.12,12034
13035,Cenoura,2.24,12035
13036,Batata,4.48,12036
13037,Repolho,8.96,12037
13038,Maionese,17.92,12038
13039,Ketchup,35.84,12039
13040,Mostarda,71.68,12040
13041,Macarrão,143.36,12041
13042,Miojo,286.72,12042
13043,Sabão,573.44,12043
13044,Perfume,1.12,12044
13045,Shampoo,2.24,12045
13046,Condicionador,4.48,12046
13047,Gilete,8.96,12047
13048,Talheres,17.92,12048
13049,Refrigerante,35.84,12049
13050,Torta,71.68,12050
13051,Frango,143.36,12051
13052,Carne,286.72,12052
13053,Vassoura,573.44,12053
13054,Bucha,1146.88,12054
13055,Limpeza,1.12,12055
13056,Sabonete,2.24,12056
13057,Pão,4.48,12057
13058,Alho,8.96,12058
13059,Cenoura,17.92,12059
13060,Batata,35.84,12060
13061,Repolho,71.68,12061
13062,Maionese,143.36,12062
13063,Ketchup,286.72,12063
13064,Mostarda,573.44,12064
13065,Macarrão,1.12,12065
13066,Miojo,2.24,12066
13067,Sabão,4.48,12067
13068,Perfume,8.96,12068
13069,Shampoo,17.92,12069
13070,Condicionador,35.84,12070
13071,Gilete,71.68,12071
13072,Talheres,143.36,12072
13073,Refrigerante,286.72,12073
13074,Torta,573.44,12074
13075,Frango,1146.88,12075
13076,Carne,1.12,12076
13077,Vassoura,2.24,12077
13078,Bucha,4.48,12078
13079,Limpeza,8.96,12079
13080,Sabonete,17.92,12080
13081,Pão,35.84,12081
13082,Alho,71.68,12082
13083,Cenoura,143.36,12083
13084,Batata,286.72,12084
13085,Repolho,573.44,12085
13086,Maionese,1.12,12086
13087,Ketchup,2.24,12087
13088,Mostarda,4.48,12088
13089,Macarrão,8.96,12089
13090,Miojo,17.92,12090
13091,Sabão,35.84,12091
13092,Perfume,71.68,12092
13093,Shampoo,143.36,12093
13094,Condicionador,286.72,12094
13095,Gilete,573.44,12095
13096,Talheres,1146.88,12096
13097,Refrigerante,1.12,12097
13098,Torta,2.24,12098
13099,Frango,4.48,12099
13100,Carne,8.96,12100
13101,Vassoura,17.92,12101
13102,Bucha,35.84,12102
13103,Limpeza,71.68,12103
13104,Sabonete,143.36,12104
13105,Pão,286.72,12105
13106,Alho,573.44,12106
13107,Cenoura,1.12,12107
13108,Batata,2.24,12108
13109,Repolho,4.48,12109
13110,Maionese,8.96,12110
13111,Ketchup,17.92,12111
13112,Mostarda,35.84,12112
13113,Macarrão,71.68,12113
13114,Miojo,143.36,12114
13115,Sabão,286.72,12115
13116,Perfume,573.44,12116
13117,Shampoo,1146.88,12117
13118,Condicionador,1.12,12118
13119,Gilete,2.24,12119
13120,Talheres,4.48,12120
13121,Refrigerante,8.96,12121
13122,Torta,17.92,12122
13123,Frango,35.84,12123
13124,Carne,71.68,12124
13125,Vassoura,143.36,12125
13126,Bucha,286.72,12126
13127,Limpeza,573.44,12127
13128,Sabonete,1.12,12128
13129,Pão,2.24,12129
13130,Alho,4.48,12130
13131,Cenoura,8.96,12131
13132,Batata,17.92,12132
13133,Repolho,35.84,12133
13134,Maionese,71.68,12134
13135,Ketchup,143.36,12135
13136,Mostarda,286.72,12136
13137,Macarrão,573.44,12137
13138,Miojo,1146.88,12138
13139,Sabão,1.12,12139
13140,Perfume,2.24,12140
13141,Shampoo,4.48,12141
13142,Condicionador,8.96,12142
13143,Gilete,17.92,12143
13144,Talheres,35.84,12144
13145,Refrigerante,71.68,12145
13146,Torta,143.36,12146
13147,Frango,286.72,12147
13148,Carne,573.44,12148
13149,Vassoura,1.12,12149
13150,Bucha,2.24,12150
13151,Limpeza,4.48,12151
13152,Sabonete,8.96,12152
